                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.73307,                0.47677,                 1.5552,                0.80692,                0.80447,                 0.8494,                0.68868,                0.69192,                0.43037,                 1.6151,               0.004819,               0.004819,               0.004819
                    159,                0.72524,                0.47217,                  1.555,                0.80668,                0.80406,                0.84913,                0.68846,                0.69205,                0.43044,                 1.6146,               0.004786,               0.004786,               0.004786
                    160,                0.72973,                0.47698,                 1.5728,                0.80379,                 0.8065,                0.84875,                0.68825,                0.69208,                0.43048,                 1.6144,               0.004753,               0.004753,               0.004753
                    161,                0.73112,                0.47195,                 1.5413,                0.80371,                0.80674,                0.84856,                 0.6883,                0.69205,                 0.4304,                 1.6142,                0.00472,                0.00472,                0.00472
                    162,                0.72902,                 0.4714,                 1.5429,                0.80293,                0.80745,                0.84848,                  0.688,                0.69195,                0.43036,                 1.6142,               0.004687,               0.004687,               0.004687
                    163,                0.72017,                0.46428,                 1.5515,                0.80447,                0.80711,                0.84869,                 0.6884,                0.69186,                 0.4304,                 1.6141,               0.004654,               0.004654,               0.004654
                    164,                0.72554,                0.46529,                 1.5543,                0.80414,                0.80613,                0.84861,                0.68802,                0.69172,                0.43033,                  1.614,               0.004621,               0.004621,               0.004621
                    165,                0.72527,                 0.4676,                 1.5532,                0.80611,                0.80456,                0.84861,                0.68824,                 0.6915,                0.43038,                 1.6141,               0.004588,               0.004588,               0.004588
                    166,                0.73159,                0.47683,                 1.5582,                0.80615,                0.80375,                0.84853,                0.68821,                0.69147,                0.43034,                  1.614,               0.004555,               0.004555,               0.004555
                    167,                0.73132,                0.47532,                 1.5395,                0.80417,                0.80517,                0.84853,                0.68816,                0.69145,                 0.4304,                  1.614,               0.004522,               0.004522,               0.004522
                    168,                0.72539,                0.46661,                 1.5511,                0.80667,                0.80359,                0.84861,                0.68835,                0.69144,                0.43035,                 1.6138,               0.004489,               0.004489,               0.004489
                    169,                0.72791,                0.46923,                 1.5469,                0.80741,                0.80391,                0.84866,                0.68826,                0.69125,                0.43033,                 1.6139,               0.004456,               0.004456,               0.004456
                    170,                0.72403,                0.46157,                 1.5431,                0.80693,                0.80233,                0.84878,                0.68843,                0.69111,                0.43047,                 1.6138,               0.004423,               0.004423,               0.004423
                    171,                0.71932,                0.46314,                 1.5286,                0.80588,                0.80403,                 0.8489,                0.68852,                0.69113,                0.43044,                 1.6137,                0.00439,                0.00439,                0.00439
                    172,                 0.7224,                0.47175,                 1.5131,                0.80678,                0.80225,                0.84883,                0.68875,                0.69105,                 0.4304,                 1.6136,               0.004357,               0.004357,               0.004357
                    173,                0.73155,                0.46739,                 1.5359,                0.80676,                0.80204,                0.84903,                0.68862,                0.69097,                0.43045,                 1.6135,               0.004324,               0.004324,               0.004324
                    174,                0.72668,                0.46775,                 1.5334,                0.80532,                0.80288,                0.84893,                0.68855,                0.69098,                0.43055,                 1.6133,               0.004291,               0.004291,               0.004291
                    175,                0.71323,                0.45682,                  1.533,                0.80615,                0.80163,                0.84856,                0.68851,                0.69078,                0.43058,                 1.6132,               0.004258,               0.004258,               0.004258
                    176,                0.72055,                 0.4588,                 1.5492,                0.80934,                0.80098,                0.84884,                0.68855,                0.69068,                0.43052,                 1.6131,               0.004225,               0.004225,               0.004225
                    177,                0.70473,                0.45055,                 1.5605,                0.80945,                 0.7998,                0.84867,                 0.6886,                0.69067,                 0.4306,                 1.6129,               0.004192,               0.004192,               0.004192
                    178,                0.72844,                0.46623,                 1.5342,                0.80826,                0.80063,                0.84845,                 0.6882,                0.69069,                0.43068,                 1.6128,               0.004159,               0.004159,               0.004159
                    179,                0.72234,                0.46685,                 1.5373,                0.80736,                0.80055,                0.84855,                0.68807,                0.69068,                0.43079,                 1.6125,               0.004126,               0.004126,               0.004126
                    180,                0.72005,                0.46285,                 1.5291,                 0.8071,                0.80046,                0.84808,                0.68801,                0.69069,                0.43078,                 1.6124,               0.004093,               0.004093,               0.004093
                    181,                0.71854,                0.46044,                 1.5398,                0.80695,                 0.8013,                0.84818,                0.68805,                0.69061,                0.43075,                 1.6123,                0.00406,                0.00406,                0.00406
                    182,                0.71112,                0.45126,                 1.5392,                0.80676,                0.80131,                0.84813,                0.68774,                0.69048,                0.43084,                 1.6123,               0.004027,               0.004027,               0.004027
                    183,                0.72468,                 0.4649,                 1.5256,                0.80934,                0.80018,                 0.8482,                  0.688,                0.69049,                0.43098,                 1.6121,               0.003994,               0.003994,               0.003994
                    184,                0.71786,                0.47273,                 1.5264,                0.81274,                0.79785,                0.84833,                0.68819,                0.69045,                0.43108,                  1.612,               0.003961,               0.003961,               0.003961
                    185,                 0.7166,                0.45833,                  1.526,                0.80868,                0.80019,                0.84836,                0.68807,                0.69037,                0.43108,                 1.6119,               0.003928,               0.003928,               0.003928
                    186,                0.71874,                0.46098,                 1.5321,                0.80861,                0.80059,                0.84809,                0.68804,                0.69039,                0.43109,                 1.6118,               0.003895,               0.003895,               0.003895
